Data,Adreça,Adreça geo,Hora,Entitat,Latitude,Longitude,data,direccio,direccio geo,demandant,resolucio,hashtag,rao,latitude,longitude,match
28/11/2018,"C/ de Xifré, 90","Carrer de Xifré, 90, 08026 Barcelona, Spain",A confirmar.,Observatori d'Habitatge i Turisme del Clot-Camp de l'Arpa,41.410749,2.1812023,28/11/2018,"C/ Xifré, 90 Barcelona","Carrer de Xifré, 90, 08026 Barcelona, Spain","SAREB, S.A.",ATURAT EN PORTA,#BlancaSeQueda,Desnonaments per ocupació -18,41.410749,2.1812023,x
28/11/2018,"C/ de Narbona, 10","Carrer de Narbona, 10, 08019 Barcelona, Spain",8:45,PAH Barcelona,41.4198822,2.2126855,28/11/2018,"C/ Narbona, 10, 5º1ª de Barcelona (08019 Besos)","Barcelona, Spain","SAREB, S.A.",SUSPES,#YamnaSeQueda,Desnonaments per ocupació -18,41.3850639,2.1734035,x
29/11/2018,,,,,,,29/11/2018,"Carrer de la Noguera Pallaresa, 44, 2º1ª de Barcelona (08014 Sants)","Carrer de la Noguera Pallaresa, 34, 08014 Barcelona, Spain","BUILDINGCENTER, S.A.U.",SUSPES,#AstridSeQueda,Desnonaments per ocupació -18,41.3723763,2.1397084,
29/11/2018,"C/ Rector Triadó, 34","Carrer del Rector Triadó, 34, 08014 Barcelona, Spain",Hores a confirmar,Grup d'Habitatge de Sants,41.3767756,2.1445351,,,,,,,,,,
29/11/2018,"C/ Creu Coberta, 69","Carrer de la Creu Coberta, 69, 08014 Barcelona, Spain",Hores a confirmar,Grup d'Habitatge de Sants,41.3750762,2.1456916,,,,,,,,,,
30/11/2018,,,,,,,30/11/2018,"Rambla Paseo Fabra i Puig, 11 Barcelona (08030)","Passeig de Fabra i Puig, 11, 08030 Barcelona, Spain",Inmb.,SUSPES,#SoluciónParaVanessa,Desnonaments per lloguer -14,41.4300559,2.1827409,
30/11/2018,,,,,,,30/11/2018,"C/ Vilapiscina, 54,  Barcelona (08031)","Carrer de Vilapicina, 54, 08031 Barcelona, Spain",Inmb.,SUSPES,#ZaibelSeQueda,Desnonaments per lloguer -14,41.4294974,2.1684752,
30/11/2018,"C/ de la Font d'en Canyelles, 85","Carrer de la Font d'en Canyelles, 85, 08042 Barcelona, Spain",A confirmar.,500x20,41.4407197,2.174974,,,,,,,,,,
30/11/2018,"C/ de Travau, 45","Carrer de Travau, 45, 08031 Barcelona, Spain",A confirmar.,500x20,41.4317629,2.1681379,,,,,,,,,,
30/11/2018,"C/ del Mas Duran, 22-24","Carrer del Mas Duran, 22, 08016 Barcelona, Spain",A confirmar.,500x20,41.4435565,2.1793669,,,,,,,,,,
30/11/2018,"Av. Rasos de Peguera, 6","Av. dels Rasos de Peguera, 6, 08033 Barcelona, Spain",10:00,AVV Ciutat Meridiana,41.4621263,2.1790702,,,,,,,,,,
30/11/2018,"C/ de Sant Feliu de Codines, 107","Carrer de Sant Feliu de Codines, 107, 08033 Barcelona, Spain",11:00,AVV Ciutat Meridiana,41.4557966,2.174159,,,,,,,,,,
5/12/2018,"Av. Onze de Setembre, 58","Av. Onze de Setembre, 58, 08820 El Prat de Llobregat, Barcelona, Spain",10:00,,41.3200478,2.0972452,,,,,,,,,,
10/12/2018,"C/ Nou de Dulce, 12","Carrer Nou de Dulce, 12, 08001 Barcelona, Spain",11:15,Raval Resistim,41.381012,2.1639705,,,,,,,,,,
10/12/2018,"Pl. del Pedró, 3","Plaça del Pedró, 3, 08001 Barcelona, Spain",11:45,Raval Resistim,41.3794314,2.1662664,,,,,,,,,,
10/12/2018,"C/ Nou de la Rambla, 154","Carrer Nou de la Rambla, 154, 08004 Barcelona, Spain",9:00,Sindicat de Barri de Poble Sec,41.3722682,2.1671296,,,,,,,,,,
10/12/2018,"C/ Magalhaes, 57-59","Carrer de Magalhães, 57, 08004 Barcelona, Spain",9:45,Sindicat de Barri de Poble Sec,41.3725846,2.1611157,,,,,,,,,,
10/12/2018,"C/ de Salvà, 40","Carrer de Salvà, 40, 08004 Barcelona, Spain",9:30,PAH Barcelona,41.373085,2.1655358,10/12/2018,"Carrer de Salvà, 40, 3º2ª de Barcelona (08004)","Carrer de Salvà, 40, 08004 Barcelona, Spain",BBVA,ATURAT EN PORTA,#FranvielinaSeQueda,Desnonaments per hipoteca – 1,41.373085,2.1655358,x
10/12/2018,"C/ de Meer, 41","Carrer de Meer, 41, 08003 Barcelona, Spain",9:30,Barceloneta diu Prou,41.3776206,2.1903403,,,,,,,,,,
10/12/2018,"C/ de Sant Elm, 71","Carrer de Sant Elm, 71, 08003 Barcelona, Spain",10:00,Barceloneta diu Prou,41.3766547,2.1894365,,,,,,,,,,
11/12/2018,,,,,,,11/12/2018,"C/ Padilla, 359, ático 3ª de Barcelona (08025)","Carrer de Padilla, 359, 3ª, 08025 Barcelona, Spain",Inmb.    SUSPÉS,SUSPÉS,#SoluciónParaPurificación,Desnonaments per ocupació –,41.4106892,2.1704131,
12/12/2018,"C/ Monistrol, 32","Carrer Monistrol, 32, 08012 Barcelona, Spain",A confirmar,Oficina d'Habitatge Popular de Gràcia,41.4015189,2.1637546,,,,,,,,,,
12/12/2018,"C/ Monistrol, 32","Carrer Monistrol, 32, 08012 Barcelona, Spain",9:00h,Oficina d'Habitatge Popular de Gràcia,41.4015189,2.1637546,,,,,,,,,,
12/12/2018,"C/ 26 de Gener de 1641, 24","Carrer 26 de Gener de 1641, 24, 08014 Barcelona, Spain",8:45h,PAH Barcelona,41.3740054,2.1416211,12/12/2018,"C/ 26 de Gener de 1641, 24, entlº 2ª de Barcelona (08014)","Carrer 26 de Gener de 1641, 24, 2ª, 08014 Barcelona, Spain","OPTIMUM III VALUE-ADDED RESIDENTIAL COSIMI, S.A.",ATURAT EN PORTA,#MariaLuzSeQueda,Desnonaments per lloguer – 2,41.3740054,2.1416211,x
13/12/2018,"Av. Rasos de Peguera, 112","Av. dels Rasos de Peguera, 112, 08033 Barcelona, Spain",9:00h,AVV Ciutat Meridiana,41.46057,2.17603,,,,,,,,,,
13/12/2018,"C/ Mas Duran, 62","Carrer del Mas Duran, 62, 08042 Barcelona, Spain",8:45h,500x20 i AVV Ciutat Meridiana,41.4445605,2.1772379,,,,,,,,,,
13/12/2018,"C/ Travau, 37","Carrer de Travau, 37, 08031 Barcelona, Spain",8:45h,500x20 i AVV Ciutat Meridiana,41.4320932,2.1686498,,,,,,,,,,
13/12/2018,"Av. Rasos de Peguera, 112","Av. dels Rasos de Peguera, 112, 08033 Barcelona, Spain",10:30h,500x20 i AVV Ciutat Meridiana,41.46057,2.17603,,,,,,,,,,
14/12/2018,,,,,,,14/12/2018,"C/ d’En Giralt el Pellicer, 24 – 28, esc. D, 3º3ª de Barcelona (08003)","Carrer d'En Giralt el Pellicer, 24, 28, esc. D, 08003 Barcelona, Spain",PATRONATO MUNICIPAL DE l’HABITATGE,,,Desnonaments per lloguer – 2,41.3866517,2.1785312,
14/12/2018,"C/ Maquinista, 50","Carrer de la Maquinista, 50, 08003 Barcelona, Spain",11:00h,Comissió d'Habitatge de la Barceloneta,41.3809856,2.1900984,,,,,,,,,,
14/12/2018,"C/ Roser, 70","Carrer del Roser, 70, 08004 Barcelona, Spain",10:45h,Sindicat de Barri del Poble Sec,41.3720371,2.1657432,,,,,,,,,,
18/12/2018,"C/ Igualada, 9","Carrer d'Igualada, 9, 08012 Barcelona, Spain",a confirmar,Oficina d'Habitatge Popular de Gràcia,41.4015093,2.1625321,,,,,,,,,,
18/12/2018,"C/ Igualada, 9","Carrer d'Igualada, 9, 08012 Barcelona, Spain",11:15h,Oficina d'Habitatge Popular de Gràcia,41.4015093,2.1625321,,,,,,,,,,
18/12/2018,"C/ Moianès, 77","Carrer del Moianès, 77, 08014 Barcelona, Spain",08:45h,Grup d'Habitatge de Sants,41.3747106,2.1423773,,,,,,,,,,
19/12/2018,"C/ Les Agudes, 50","Carrer de les Agudes, 50, 08033 Barcelona, Spain",09:00h,AVV Ciutat Meridiana,41.4619548,2.1774647,,,,,,,,,,
19/12/2018,"C/ Servet, 131","Carrer de Servet, 131, 08030 Barcelona, Spain",11:00h,Sindicat d'Habitatge de Sant Andreu,41.4374514,2.185386,,,,,,,,,,
19/12/2018,"C/ Finestrelles, 13-15","Carrer de Finestrelles, 13, 08033 Barcelona, Spain",10:15h,Sindicat d'Habitatge de Sant Andreu,41.451159,2.1898302,,,,,,,,,,
19/12/2018,"C/ Sèrbia, 17","Carrer de Sèrbia, 17, 08041 Barcelona, Spain",9:00h,500x20,41.4182675,2.1707709,,,,,,,,,,
19/12/2018,"C/ de les Agudes, 50","Carrer de les Agudes, 50, 08033 Barcelona, Spain",11:00h,AVV Ciutat Meridiana,41.4619548,2.1774647,,,,,,,,,,
7/01/2019,"C/ Sant Isidre, 1","Carrer de Sant Isidre, 1, 08004 Barcelona, Spain",9:15,SdB Poble Sec,41.3709225,2.1585406,,,,,,,,,,
7/01/2019,"C/ Ricart, 30","Carrer de Ricart, 30, 08004 Barcelona, Spain",10:30,SdB Poble Sec,41.3732618,2.1577658,,,,,,,,,,
7/01/2019,"C/ Foneria, 33","Carrer de la Foneria, 33, 08038 Barcelona, Spain",9:00,PAH Barcelona,41.3608475,2.1392335,7/1/2019,"Carrer de la Foneria, 33-35 Barcelona (08038)","Carrer de la Foneria, 33, 08038 Barcelona, Spain","COMUNIDAD DE PROPIETARIOS FONERIA, 33",ATURAT EN PORTA,#JoseRamónSeQueda,Desnonaments per lloguer,41.3608475,2.1392335,x
7/01/2019,"C/ Balboa, 10","Carrer de Balboa, 10, 08003 Barcelona, Spain",10:45,PAH Barcelona,41.3819184,2.1875871,7/1/2019,"C/ Balboa, 10 Barcelona (08003 Barceloneta)","Carrer de Balboa, 10, 08003 Barcelona, Spain",Inmb.,ATURAT EN PORTA,#SoluciónParaAziz,Desnonaments per lloguer,41.3819184,2.1875871,x
08/01/2019,,,,,,,8/1/2019,"Gran de la Sagrera, 114  Barcelona (08027)","Carrer Gran de la Sagrera, 114, 08027 Barcelona, Spain","BUILDINGCENTER, S.A.",SUSPÉS,#AngelsSeQueda,Desnonaments per lloguer,41.4242524,2.1911888,
8/01/2019,"C/ Marià Aguiló, 35","Carrer de Marià Aguiló, 35, 08005 Barcelona, Spain",7:30,Suport Casa Àfrica,41.4029105,2.2007852,,,,,,,,,,
8/01/2019,"C/ de l'Hortènsia, 22","Carrer de l'Hortènsia, 22, 08004 Barcelona, Spain",10:15,PAH Barcelona,41.3698152,2.1466106,8/1/2019,"C/ Hortensia, 22 Esplugues de Ll.","Carrer de l'Hortènsia, 22, 08950 Esplugues de Llobregat, Barcelona, Spain",HIPOCAT 11 FTA,ATURAT EN PORTA,#MaríaSeQueda,Desnonaments per ocupació,41.3711455,2.0989131,x
09/01/2019,,,,,,,9/1/2019,"C/ Leiva, 53 Barcelona (08014)","Carrer de Leiva, 53, 08014 Barcelona, Spain",Inmb.,SUSPÉS,#SoluciónParaMedardo,Desnonaments per lloguer,41.3741908,2.1458252,
10/01/2019,,,,,,,10/1/2019,"Carrer de Sidó, 7 Barcelona (08035)","Carrer de Sidó, 7, 08035 Barcelona, Spain",BBVA,SUSPÉS,#LauraSeQueda,Desnonaments per lloguer,41.4257086,2.1383786,
10/01/2019,,,,,,,10/1/2019,"Carrer dels Salvador, 18 Barcelona (08001)","Carrer dels Salvador, 18, 08001 Barcelona, Spain","BUDMAC INVESTMENTS II, S.L.U.",SUSPÉS,,Desnonaments per lloguer,41.3782328,2.1648228,
10/01/2019,,,,,,,10/1/2019,"C/ Bruselas, 37 bis Barcelona (08041)",,BANCO DE SANTANDER,SUSPÉS,#JohnSeQueda,Desnonaments per ocupació,,,
11/01/2019,,,,,,,11/1/2019,"C/ del Carmen, 64 Barcelona (08001)","Carrer del Carme, 64, 08001 Barcelona, Spain",Inmb.,SUSPÉS,#SoluciónParaJeimi,Desnonaments per lloguer,41.3810839,2.1680686,
11/01/2019,C/ Concòrdia,"Plaça de la Concòrdia, 08014 Barcelona, Spain",11:15h,Sindicat de Barri del Poble Sec,41.3869429,2.132293,,,,,,,,,,
11/01/2019,"Plaça de Sant Pere, 8","Plaça de Sant Pere, 8, 08003 Barcelona, Spain",10:45h,PAH Barcelona,41.3891944,2.1792015,11/1/2019,"Plaça de Sant Pere, 8 Barcelona (08003)","Plaça de Sant Pere, 8, 08003 Barcelona, Spain","CRITERIA CAIXA, S.A.U.",ATURAT EN PORTA,#MohamedSeQueda,Desnonaments per lloguer,41.3891944,2.1792015,x
11/01/2019,C/ Sant Elm 76-78,"Carrer de Sant Elm, 76, 08003 Barcelona, Spain",11:30h,Comissió d'habitatge de la Barceloneta,41.3763927,2.1893976,,,,,,,,,,
14/01/2019,,,,,,,14/1/2019,"Rambla de Guipúscoa, 2,  Barcelona (08018)","Rambla de Guipúscoa, 2, 08018 Barcelona, Spain",Inmb.,SUSPÉS,#SoluciónParaAnastasia,Desnonaments per lloguer,41.4128534,2.1928377,
14/01/2019,"C/ Pujades, 19","Carrer de Pujades, 19, 08018 Barcelona, Spain",10:45,PAH Barcelona,41.3928816,2.1885674,14/1/2019,"Carrer de Pujades, 19  Barcelona (08018)","Carrer de Pujades, 19, 08018 Barcelona, Spain",LA SAREB,ATURAT EN PORTA,#SilvanaSeQueda,Desnonaments per ocupació,41.3928816,2.1885674,x
14/01/2019,"C/ d'Europa, 14","Carrer d'Europa, 14, 08028 Barcelona, Spain",11:15,Sindicat d'Habitatge de Sant Andreu,41.3867337,2.1288849,,,,,,,,,,
15/01/2019,"C/ Vilardell, 4","Carrer de Vilardell, 4, 08014 Barcelona, Spain",9:00h,PAH Barcelona,41.3744719,2.1417064,15/1/2019,"C/ Vilardell, 4,  Barcelona (08014)","Carrer de Vilardell, 4, 08014 Barcelona, Spain",BBVA,ATURAT EN PORTA,#MourtaliaSeQueda,Desnonaments per ocupació,41.3744719,2.1417064,x
17/01/2019,,,,,,,17/1/2019,"C/ Chile, 32,  Badalona","Badalona, Barcelona, Spain",BBVA,SUSPÉS,#JaspalSeQueda,Desnonaments per hipoteca,41.4469883,2.2450325,
17/01/2019,,,,,,,17/1/2019,"C/ Semoleres, 8 Barcelona (08003)","Carrer de les Semoleres, 8, 08003 Barcelona, Spain",Inmb.,ATURAT EN PORTA,#SoluciónParaAbdelhadi,Desnonaments per lloguer,41.3853509,2.1791042,
17/01/2019,C/ Santa Clara 53-55,"Carrer de Pomaret, 17-19, 08017 Barcelona, Spain",10:45h,Comissió d'Habitatge de la Barceloneta,41.4037588,2.12435,,,,,,,,,,
17/01/2019,"C/ Creu dels Molers, 15","Carrer de la Creu dels Molers, 15, 08004 Barcelona, Spain",9:30h,Sindicat de Barri del Poble Sec,41.3742188,2.1619907,,,,,,,,,,
17/01/2019,C/de'n Serra 9,"Barcelona, Spain",12:00h,PAH Barcelona,41.3850639,2.1734035,17/1/2019,"Carrer d’en Serra, 9  Barcelona (08002)","Carrer d'en Serra, 9, 08002 Barcelona, Spain",Inmb.,SUSPÉS,#SoluciónParaJalal,Desnonaments per lloguer,41.3799654,2.1783577,x
18/01/2019,,,,,,,18/1/2019,"C/ Gran de la Sagrera, 114 Barcelona (08027)","Carrer Gran de la Sagrera, 114, 08027 Barcelona, Spain","BUILDINGCENTER, S.A.",SUSPÉS,,Desnonaments per ocupació,41.4242524,2.1911888,
18/01/2019,C/Andrade 226-228,"Carrer d'Andrade, 226, 08020 Barcelona, Spain",a confirmar,Observatori d'Habitatge i Turisme del Clot,41.418945,2.2052886,,,,,,,,,,
21/01/2019,,,,,,,21/1/2019,"C/ 26 de Gener de 1641, Barcelona (08014)","Carrer 26 de Gener de 1641, 08014 Barcelona, Spain","OPTIMUM III VALUE-ADDED RESIDENTIAL COSIMI, S.A. 3er lanzamiento",SUSPÉS,#MaríaLuzSeQueda,Desnonaments per lloguer,41.3742207,2.1414964,
22/01/2019,,,,,,,22/1/2019,"C/ Sequia Madriguera, 21 Barcelona (08030 Bon Pastor)","Carrer de la Sèquia Madriguera, 21, 08030 Barcelona, Spain",PATRONATO MUNICIPAL DE L’HABITATGE DE BARCELONA 3r lanzamiento,SUSPÉS,,Desnonaments per lloguer,41.4377555,2.2032631,
22/01/2019,"C/ de Travau, 32","Carrer de Travau, 32, 08031 Barcelona, Spain",11:45,500x20,41.4328985,2.1691168,,,,,,,,,,
22/01/2019,"C/ de Travau, 32","Carrer de Travau, 32, 08031 Barcelona, Spain",11:00,AVV Ciutat Meridiana,41.4328985,2.1691168,,,,,,,,,,
23/01/2019,,,,,,,23/1/2019,"C/ Sant Gil, 4 bis,  Barcelona (08001)","Carrer de Sant Gil, 6, 08001 Barcelona, Spain",BBVA,SUSPÉS,#BelalSeQueda,Desnonaments per hipoteca,41.3809362,2.1646659,
23/01/2019,"Av. de Can Serra, 31","Avinguda de Can Serra, 31, 08906 L'Hospitalet de Llobregat, Barcelona, Spain",8:30,PAH Barcelona,41.3659009,2.0997655,23/1/2019,"Avda. de Can Serra, 31, bloque K de l’Hospitalet de Ll.","Avinguda de Can Serra, 31, bloque K, 08906 L'Hospitalet de Llobregat, Barcelona, Spain","SAREB, S.A.",ATURAT EN PORTA,#LourdesSeQueda,Desnonaments per lloguer,41.3659009,2.0997655,x
24/01/2019,,,,,,,24/1/2019,"C/ Sant Gil, 4 bis,  Barcelona (08001)","Carrer de Sant Gil, 6, 08001 Barcelona, Spain",Inmb.,ATURAT EN PORTA,#SoluciónParaYolanda,Desnonaments per hipoteca,41.3809362,2.1646659,
24/01/2019,"C/ de Sicília, 200","Carrer de Sicília, 200, 08013 Barcelona, Spain",A confirmar.,Grup d'Habitatge Eixample Dret,41.3972345,2.179548,24/1/2019,"C/ Sicilia, 200,  Barcelona (08013)","Carrer de Sicília, 200, 08013 Barcelona, Spain",Inmb.  2o lanzamiento,ATURAT EN PORTA,#SoluciónParaPampa,Desnonaments per lloguer,41.3972345,2.179548,x
24/01/2019,"C/ de la Ciutat de Granada, 92","Carrer de la Ciutat de Granada, 92, 08018 Barcelona, Spain",A partir de les 9:00 (a confirmar).,,41.4004692,2.1954429,,,,,,,,,,
24/01/2019,"C/ de Pere IV, 117","Carrer de Pere IV, 117, 08018 Barcelona, Spain",10:45,PAH Barcelona,41.4004208,2.1955775,24/1/2019,"Pere IV, 117,  Barcelona (08018)","Carrer de Pere IV, 117, 08018 Barcelona, Spain",Inmb.,ATURAT EN PORTA,#SoluciónParaAbdellatif,Desnonaments per lloguer,41.4004208,2.1955775,x
24/01/2019,"C/ de Lepant, 238","Carrer de Lepant, 238, 08013 Barcelona, Spain",11:30,PAH Barcelona,41.402534,2.179401,,,,,,,,,,
28/01/2019,"Pg. de Santa Coloma, 55 (Escala C)","Passeig de Santa Coloma, 55, 08030 Barcelona, Spain",8:45,500x20,41.4465636,2.1930893,,,,,,,,,,
28/01/2019,"Pg. de Fabra i Puig, 99","Passeig de Fabra i Puig, 99, 08016 Barcelona, Spain",9:15,500x20,41.4300765,2.182313,,,,,,,,,,
28/01/2019,"C/ d'Ausona, 17","Carrer d'Ausona, 17, 08033 Barcelona, Spain",9:30,500x20,41.4507913,2.1921091,28/1/2019,"C/ Ausona, 17  Barcelona (08033)","Carrer d'Ausona, 17, 08033 Barcelona, Spain",". GESCAT VIVENDES EN COMERCIALITZACION, S.L.U",ATURAT EN PORTA,#JeissonSeQueda,Desnonaments per ocupació,41.4507913,2.1921091,x
28/01/2019,"C/ de les Agudes, 136","Carrer de les Agudes, 136, 08033 Barcelona, Spain",A partir de les 9h (a confirmar).,AVV Ciutat Meridiana,41.4610616,2.1723953,,,,,,,,,,
28/01/2019,"C/ de Vallcivera, 20","Carrer de Vallcivera, 20, 08033 Barcelona, Spain",A partir de les 9h (a confirmar).,AVV Ciutat Meridiana,41.4604851,2.1779437,,,,,,,,,,
29/01/2019,,,,,,,29/1/2019,"C/ Paloma, 12, Barcelona (08001)","Carrer de la Paloma, 12, 08001 Barcelona, Spain",BANKIA,SUSPÉS,#MohamedSeQueda,Desnonaments per hipoteca,41.3825301,2.1650489,
29/01/2019,,,,,,,29/1/2019,"C/ Mare de Dèu de Port, 269 Barcelona (08038)","Carrer de la Mare de Déu de Port, 269, 08038 Barcelona, Spain",BUDMAC INVESTMENTS -ANTICIPA,SUSPÉS,#PaolaSeQueda,Desnonaments per ocupació,41.359271,2.1423698,
29/01/2019,,,,,,,29/1/2019,"Carrer d’Arnau  d’Oms, 27-29  Barcelona (08016 Nou Barris)","Carrer d'Arnau d'Oms, 27, 08016 Barcelona, Spain","ENTO, S.L. (Inmobiliaria)",SUSPÉS,,Desnonaments per ocupació,41.4298643,2.177172,
29/01/2019,,,,,,,29/1/2019,"C/ La Jota, 81 Barcelona (08016)","Carrer de la Jota, 81, 08016 Barcelona, Spain",Inmb.,SUSPÉS,,Desnonaments per ocupació,41.4293878,2.1787834,
29/01/2019,,,,,,,29/1/2019,"C/ Hortensia, 22 Esplugues de Ll.","Carrer de l'Hortènsia, 22, 08950 Esplugues de Llobregat, Barcelona, Spain",HIPOCAT 11 FTA,,,Desnonaments per ocupació,41.3711455,2.0989131,
29/01/2019,,,,,,,29/1/2019,"Vía Julia, 39 Barcelona (08042 Nou Barris)","Via Júlia, 39, 08042 Barcelona, Spain",Inmb.,,,Desnonaments per ocupació,41.4403893,2.1760157,
29/01/2019,"C/ de Sant Andreu, 75","Carrer de Fra Juníper Serra, 75, 08030 Barcelona, Spain",9:30,PAHV Gramenet,41.432965,2.2037283,,,,,,,,,,
29/01/2019,"C/ Pere Pelegrí, 29","Carrer de Pere Pelegrí, 29, 08906 L'Hospitalet de Llobregat, Barcelona, Spain",9:15h,PAH Barcelona,41.369302,2.0991431,29/1/2019,"C/ PelegrÍ, 29  L’Hospitalet de Llobregat","Carrer de Pere Pelegrí, 29, 08906 L'Hospitalet de Llobregat, Barcelona, Spain","NCG BANCO, S.A.",SUSPÉS,#CarmenSeQueda,Desnonaments per hipoteca,41.369302,2.0991431,x
29/01/2019,"c/ Sant Bartomeu, 8","Carrer de Sant Bartomeu, 8, 08001 Barcelona, Spain",10:00h,Stop Desnonaments Raval,41.3779535,2.1688369,,,,,,,,,,
29/01/2019,"c/ Hospital, 139","Carrer de l'Hospital, 139, 08001 Barcelona, Spain",9:30h,Sindicat d'Habitatge del Raval,41.3794681,2.1673406,,,,,,,,,,
30/01/2019,"Av. Santa Rosa, 28-30",,9:30,PAHV Gramenet,,,,,,,,,,,,
31/01/2019,"C/ Constitució, 181","Carrer de la Constitució, 181, 08014 Barcelona, Spain",9:15,PAH Barcelona,41.3682217,2.131934,31/1/2019,"C/ Constitución, 181,  Barcelona (08014)","Carrer de la Constitució, 181, 08014 Barcelona, Spain",Inmb.,ATURAT EN PORTA,#SoluciónParaEstefania,Desnonaments per lloguer,41.3682217,2.131934,x
1/02/2019,"Llocs :C/ de les Agudes, 4","Les Agudes, 08469, Girona, Spain",a partir de les 9:00h,AVV Ciutat Meridiana,41.7894996,2.4438986,,,,,,,,,,
1/02/2019,"C/ Claramunt, 1","Carrer de Claramunt, 1, 08030 Barcelona, Spain",8:45h,500x20,41.4367599,2.2035704,,,,,,,,,,
1/02/2019,"C/ Conca de Tremp, 72","Carrer de la Conca de Tremp, 72, 08032 Barcelona, Spain",a confirmar,500x20,41.4211894,2.1573202,1/2/2019,"Conca de Tremp, 72, Barcelona (08032)","Carrer de la Conca de Tremp, 72, 08032 Barcelona, Spain",Inmb. – 2n llançament,ATURAT EN PORTA,#SoluciónParaMaria,Desnonaments per hipoteca,41.4211894,2.1573202,x
4/02/2019,"C/ Radas, 63","Carrer de Radas, 63, 08004 Barcelona, Spain",a confirmar,Sindicat de Barri de Poble Sec,41.3723301,2.1605793,,,,,,,,,,
4/02/2019,"C/ Magalhaes, 13","Carrer de Magalhães, 13, 08004 Barcelona, Spain",a confirmar,Sindicat de Barri de Poble Sec,41.3716195,2.1653875,,,,,,,,,,
05/02/2019,,,,,,,5/2/2019,"C/ Manigua, 18, bjs. 1ª de Barcelona (08027)","Carrer de la Manigua, 18, bj's. 1ª, 08027 Barcelona, Spain",Inmb. – 3r llançament,ATURAT EN PORTA,#SoluciónParaGuisela,Desnonaments per hipoteca,41.422988,2.1795083,
5/02/2019,"Passatge d'Irlanda, 11","Passatge d'Irlanda, 11, 08030 Barcelona, Spain",10:20,Sindicat d'Habitatge de Sant Andreu,41.4316086,2.1865269,,,,,,,,,,
06/02/2019,,,,,,,6/2/2019,"C/ de Bassegoda, 27","Carrer de Bassegoda, 27, 08028 Barcelona, Spain","DYZENHOUSE, S.L. – 2º lanzamiento",ATURAT EN PORTA,#NeylSeQueda,Desnonaments per hipoteca,41.3748347,2.1252895,
6/02/2019,"C/ del Princep Jordi, 8","Carrer del Príncep Jordi, 8, 08014 Barcelona, Spain",10:30,Grup d'Habitatge de Sants,41.3759272,2.1467329,,,,,,,,,,
07/02/2019,,,,,,,7/2/2019,"Paseo Fabra i Puig, 11 Barcelona (08030)","Passeig de Fabra i Puig, 11, 08030 Barcelona, Spain",Inmb.,ATURAT EN PORTA,#SoluciónParaVanesa,Desnonaments per hipoteca,41.4300559,2.1827409,
07/02/2019,,,,,,,7/2/2019,"C/ San Manuel, 17 Barcelona (08031)","Carrer Sant Manuel, 17, 08031 Barcelona, Spain","AVIR INVESTMENTS 2016, S.L.U.",SUSPÈS,,Desnonaments per hipoteca,41.4297091,2.1672929,
7/02/2019,"C/ Perafita, 26","Carrer de Perafita, 26, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4598355,2.1700489,,,,,,,,,,
7/02/2019,"Av. Rasos de Peguera, 99","Av. dels Rasos de Peguera, 99, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4604698,2.174006,,,,,,,,,,
7/02/2019,"Av. Rasos de Peguera, 37","Av. dels Rasos de Peguera, 37, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4607684,2.1774599,,,,,,,,,,
7/02/2019,"C/ Pedraforca, 8-22","Carrer del Pedraforca, 8, 22, 08033 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4616037,2.1752162,,,,,,,,,,
7/02/2019,"C/ Vidal i Guasch, 48-50","Carrer de Vidal i Guasch, 48, 08042 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4472633,2.1750114,,,,,,,,,,
7/02/2019,"C/ Viladrosa, 140","Carrer de Viladrosa, 140, 08042 Barcelona, Spain",A partir de les 9:00,AVV Ciutat Meridiana,41.4452068,2.178308,,,,,,,,,,
7/02/2019,"C/ Viladrosa, 140","Carrer de Viladrosa, 140, 08042 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4452068,2.178308,,,,,,,,,,
7/02/2019,"Av. Rasos de Peguera, 99","Av. dels Rasos de Peguera, 99, 08033 Barcelona, Spain",9:00 (prov),AVV Ciutat Meridiana,41.4604698,2.174006,,,,,,,,,,
7/02/2019,"C/ Pedraforca, 8-22","Carrer del Pedraforca, 8, 22, 08033 Barcelona, Spain",9:00 (prov),AVV Ciutat Meridiana,41.4616037,2.1752162,,,,,,,,,,
7/02/2019,"C/ Perafita, 26","Carrer de Perafita, 26, 08033 Barcelona, Spain",10:00,AVV Ciutat Meridiana,41.4598355,2.1700489,,,,,,,,,,
08/02/2019,,,,,,,8/2/2019,"Carrer de la Mare de Déu de port, 407-409 Barcelona (08038)","Carrer de la Mare de Déu de Port, 407, 08038 Barcelona, Spain",BBVA    SUSPÈS,,#JoséSeQueda,Desnonaments per hipoteca,41.3645336,2.1387753,
8/02/2019,"C/ Sant Martí, 13","Ronda Sant Martí, 13, 08020 Barcelona, Spain",11:30,Sindicat de Barri del Poble Sec,41.4171157,2.1929953,,,,,,,,,,
